Title,SJR,H index,IPP,SNIP,Total Docs. (2023),Total Docs. (3years),Total Refs.,Est. value (USD) (2023),Total Cites (3years),Self-Cites/Total Cites (3years),Uncited Docs./Total Docs. (3years),Citable Docs. (3years),Cites / Doc. (2years),Ref. / Doc.,Coverage_Duration,Publisher,Labels
Scripta and E-Scripta,0.184,2,0.25,2.286151961,0,17,0,0,4,0,0.764705882,17,0.24,0,1,"Institute for Literature, Bulgarian Academy of Sciences",0
Sententiae,0.184,4,0.180327869,1.926229508,53,88,998,374876,35,0.971428571,0.738636364,68,0.5,18.83,10,Vinnytsia National Technical University,0
Shipin Kexue/Food Science,0.184,18,0.701523546,0.280756717,1080,2888,52209,7600157,2934,0.002726653,0.460526316,2888,1,48.34,8,Chinese Chamber of Commerce,0
Studi Emigrazione,0.184,12,0.074468085,0.149460263,41,110,1314,398336,14,0.428571429,0.890909091,95,0.14,32.05,48,Centro Studi Emigrazione,1
Studia Ethnologica Croatica,0.184,5,0.371428571,0.436815434,9,38,322,129527,16,0,0.710526316,37,0.58,35.78,10,"Department of Ethnology and Cultural Anthropology Faculty of Humanities and Social Sciences, Univeristy of Zagreb",0
Studia Islamica,0.184,15,0.294117647,1.299262171,6,34,109,108591,28,0,0.647058824,34,0.52,18.17,23,Brill Academic Publishers,1
Studies in World Christianity,0.184,15,0.512195122,0.677237375,16,58,545,215234,32,0.03125,0.724137931,49,0.48,34.06,29,Edinburgh University Press,1
Tijdschrift Voor Geschiedenis,0.184,8,0.074626866,0.385074627,36,83,1333,313774,13,0.461538462,0.86746988,74,0.17,37.03,28,Koninklijke Van Gorcum BV (Royal Van Gorcum BV),0
Tropical and Subtropical Agroecosystems,0.184,24,0.548209366,0.318668338,102,365,4895,1343269,212,0.160377358,0.635616438,363,0.59,47.99,14,Universidad Autonoma de Yucatan,0
World Journal of Chemical Education,0.184,6,0.362318841,0.292595328,22,70,409,101070,26,0.192307692,0.728571429,70,0.38,18.59,7,Science and Education Publishing,0
WT Werkstattstechnik,0.184,12,0.197590361,0.243627452,107,456,1627,1711644,101,0.148514851,0.828947368,428,0.26,15.21,13,VDI Fachmedien GmbH &amp; Co. KG,0
Yingyong Kexue Xuebao/Journal of Applied Sciences,0.184,13,0.510373444,0.36046936,82,241,1870,955834,150,0.12,0.626556017,241,0.67,22.8,16,Shanghai Science and Technology Press,0
Acta Physica Polonica A,0.183,51,0.602820212,0.299009411,150,863,4486,3628943,538,0.072490706,0.66396292,858,0.57,29.91,29,Polish Academy of Sciences,1
Advances in Mind-Body Medicine,0.183,27,0.677278297,0.549067054,8,42,0,148496,29,0,0.571428571,42,0.75,0,26,InnoVision Communications,1
ANZIAM Journal,0.183,32,0.626865672,0.517636564,19,71,436,294813,43,0,0.633802817,67,0.7,22.95,26,Cambridge University Press,1
Beijing Gongye Daxue Xuebao / Journal of Beijing University of Technology,0.183,21,0.591346154,0.406866002,135,417,4901,1627800,292,0.078767123,0.604316547,417,0.81,36.3,21,Beijing University of Technology,0
Comparative Strategy,0.183,22,0.666618937,0.54965991,37,124,80,459627,80,0,0.556451613,120,0.58,2.16,47,Routledge,1
Egyptian Journal of Veterinary Science,0.183,9,0.668789148,0.549443844,134,163,5852,326167,112,0.0625,0.582822086,162,0.59,43.67,15,National Information and Documentation Centre,0
Exceptionality Education International,0.183,15,0.65,0.302842163,5,40,241,140615,29,0.034482759,0.475,40,0.36,48.2,13,Scholarship at Western,1
Fa yi xue za zhi,0.183,13,0.387301587,0.197108093,73,341,1890,1257660,158,0.183544304,0.718475073,341,0.34,25.89,28,Journal of Forensic Medicine,1
Fizika Nizkikh Temperatur,0.183,25,0.370967742,0.460313127,184,449,6776,1940890,167,0.526946108,0.810690423,437,0.39,36.83,33,ILTPE-B. Verkin Institute for Low Temperature Physics and Engineering,1
Foregut,0.183,5,0.364485981,0.152586839,69,136,1978,167952,65,0.2,0.735294118,107,0.48,28.67,4,SAGE Publications Inc.,0
Grotiana,0.183,11,0.901960784,1.080876476,16,52,1713,181772,45,0.688888889,0.5,51,1.09,107.06,33,Brill Academic Publishers,1
Historical Encounters,0.183,11,0.551724138,0.773984214,21,61,1035,228222,42,0.047619048,0.573770492,59,0.81,49.29,11,HERMES History Education Research Network,0
History of Retailing and Consumption,0.183,4,0.394736842,1.227509486,18,43,978,139505,22,0.227272727,0.674418605,39,0.5,54.33,6,Routledge,0
Ikonomicheski Izsledvania,0.183,13,0.624390244,0.553336871,83,209,3606,858621,155,0.174193548,0.679425837,205,0.77,43.45,18,Bulgarska Akademiya na Naukite,0
Imaging Science Journal,0.183,31,0.747368421,0.338247874,56,95,2545,485841,88,0,0.505263158,95,0.69,45.45,29,Maney Publishing,1
Indian Journal of Agronomy,0.183,28,0.235042735,0.35593301,40,247,697,971519,67,0.313432836,0.793522267,234,0.25,17.43,31,Indian Society of Agronomy,1
Indonesian Journal of Agricultural Science,0.183,4,0.607142857,0.651597056,0,28,0,18760,18,0,0.571428571,28,0.44,0,4,Indonesian Agency for Agricultural Research and Development,0
Integration of Education,0.183,12,0.706896552,0.41494247,38,116,1366,492582,89,0.179775281,0.543103448,116,0.7,35.95,9,National Research Ogarev Mordovia State University,0
International Journal for the Study of New Religions,0.183,5,0.333333333,1.010027415,0,27,0,86990,9,0,0.851851852,22,0,0,8,Equinox Publishing Ltd,0
"International Journal of Applied Economics, Finance and Accounting (discontinued)",0.183,8,1.747340479,0.732598292,95,83,4375,231238,107,0.08411215,0.506024096,83,1.63,46.05,6,Online Academic Press,0
International Journal of Arts Management,0.183,21,0.660377358,0.624201329,29,63,1086,318436,57,0.122807018,0.571428571,54,0.67,37.45,14,Ecole des Hautes Etudes Commerciales,1
"International Journal of Banking, Accounting and Finance",0.183,13,0.645833333,0.166773239,10,48,636,160944,28,0.035714286,0.645833333,48,0.36,63.6,17,Inderscience,0
International Journal of Criminal Justice Sciences,0.183,9,0.589473684,0.258223582,56,98,2380,428896,63,0.174603175,0.551020408,98,0.6,42.5,8,South Asian Society of Criminology and Victimology (SASCV),0
"International Journal of Manufacturing, Materials, and Mechanical Engineering",0.183,16,0.826086957,0.784555942,1,46,35,150020,74,0,0.434782609,46,1.97,35,15,IGI Publishing,1
International Journal of Services Operations and Informatics,0.183,16,0.523809524,0.148075291,9,43,447,146348,41,0.073170732,0.441860465,42,1,49.67,17,Inderscience Enterprises Ltd,1
Journal of Anesthesia History,0.183,11,0.547619048,0.367958841,0,43,0,157637,25,0,0.720930233,42,1.2,0,7,Elsevier Inc.,1
Journal of Australian Studies,0.183,24,0.647044953,0.550169958,46,108,0,453328,63,0,0.722222222,96,0.37,0,48,Taylor and Francis Ltd.,1
Journal of Chemical and Petroleum Engineering,0.183,6,0.714285714,0.177380991,24,70,1079,114562,54,0.037037037,0.628571429,70,0.85,44.96,6,University of Tehran,0
Journal of Chemical Crystallography,0.183,37,0.861445783,0.289309358,55,166,2167,619250,143,0.048951049,0.614457831,166,0.93,39.4,32,Springer,1
Journal of Economic Cooperation and Development,0.183,23,0.828947368,0.36894064,27,91,1308,360577,69,0.043478261,0.67032967,90,0.49,48.44,16,Statistical Economic and Social Research and Training Centre for Islamic Countries,0
Journal of English Language and Literature,0.183,3,0.072580645,0.48600882,31,124,754,180303,11,0.636363636,0.919354839,124,0.12,24.32,6,English Language and Literature Association of Korea,0
Journal of Germanic Linguistics,0.183,18,0.484848485,0.565970237,12,36,770,140274,21,0.047619048,0.638888889,34,0.54,64.17,23,Cambridge University Press,0
Journal of Indian Academy of Oral Medicine and Radiology,0.183,14,0.465909091,0.455071948,137,285,2277,976981,127,0.141732283,0.715789474,265,0.39,16.62,14,Wolters Kluwer Medknow Publications,0
Journal of Law and Medicine,0.183,22,0.656161205,0.548820211,53,200,0,768975,96,0,0.675,200,0.4,0,25,Thomson Reuters (Professional) Australia Ltd,1
"Journal of Natural Science, Biology and Medicine",0.183,46,1.252252252,0.467992606,37,115,1129,569682,148,0,0.486956522,111,1.05,30.51,16,Think Biotech Limited,1
Journal of Prime Research in Mathematics,0.183,11,0.816666667,0.709936851,15,60,355,204298,49,0.020408163,0.616666667,60,0.8,23.67,14,"Abdus Salam School of Mathematical Sciences, GC University",0
Journal of Sound and Music in Games,0.183,7,0.477272727,1.138518745,21,53,501,81353,27,0.148148148,0.698113208,50,0.36,23.86,6,University of California Press,0
Journal of Southeast Asian Studies,0.183,38,0.404494382,1.177301287,36,103,2986,441411,42,0.071428571,0.747572816,91,0.32,82.94,55,Cambridge University Press,1
Korean Journal of Research in Music Education,0.183,7,0.490196078,0.712897228,39,104,1326,94929,51,1,0.673076923,102,0.7,34,6,Korean Music Education Society,0
Magyar Nyelv,0.183,5,0.078431373,0.602941176,47,130,1046,556121,9,0.777777778,0.946153846,123,0.04,22.26,14,Argumentum Kiado,0
Minerva Orthopedics,0.183,7,0.6171875,0.475187832,63,148,2184,307196,185,0.345945946,0.344594595,128,1.25,34.67,4,Edizioni Minerva Medica S.p.A.,1
Neuropsychiatria i Neuropsychologia,0.183,9,0.52238806,0.132398707,22,69,949,241147,34,0,0.710144928,68,0.44,43.14,16,Termedia Publishing House Ltd.,0
Northeast Journal of Complex Systems,0.183,5,0.533333333,0.238582804,8,15,240,19473,10,0,0.666666667,15,0.69,30,6,Binghamton University Libraries,0
Pratiques Psychologiques,0.183,17,0.611111111,0.278170405,19,57,980,247165,28,0.071428571,0.631578947,54,0.57,51.58,21,Elsevier Masson s.r.l.,1
Recent Advances in Electrical and Electronic Engineering,0.183,13,0.604743083,0.292172353,79,266,2796,964072,195,0.066666667,0.669172932,255,0.87,35.39,13,Bentham Science Publishers,0
Res Publica. Revista de Historia de las Ideas Politicas,0.183,4,0.20212766,1.421534694,68,102,2086,165518,25,0.12,0.81372549,95,0.19,30.68,6,Universidad Complutense Madrid,0
Revista Ciencias Marinas y Costeras,0.183,4,0.4,0.338669299,8,35,259,19473,17,0.117647059,0.628571429,35,0.5,32.38,6,Universidad Nacional,0
Revista de Cercetare si Interventie Sociala,0.183,18,0.668292683,0.202586671,45,205,1553,814900,139,0.021582734,0.668292683,205,0.58,34.51,17,Expert Projects,0
Revista Estudos Feministas,0.183,24,0.244186047,0.667290585,87,360,2684,1465630,110,0.027272727,0.794444444,354,0.23,30.85,21,Universidade Federal do Rio de Janeiro - UFRJ,0
Siriraj Medical Journal,0.183,9,0.485815603,0.318131015,109,286,3013,1103643,136,0.264705882,0.681818182,283,0.48,27.64,8,Siraraj Hospital Faculty Of Medicine,0
Sport TK,0.183,10,0.515463918,0.504104625,111,200,3245,627119,125,0.232,0.635,200,0.62,29.23,7,Universidad de Murcia,0
Strategic Design Research Journal,0.183,11,0.486725664,0.403662231,23,126,686,443953,75,0,0.698412698,113,0.54,29.83,6,Universidade do Vale do Rio dos Sinos,0
Studia Slavica et Balcanica Petropolitana,0.183,5,0.090909091,0.370441418,27,79,777,331435,17,0,0.82278481,79,0.18,28.78,11,Saint Petersburg State University,0
Studies in the Novel,0.183,21,0.222222222,1.036051125,45,71,748,366340,26,0.076923077,0.746478873,69,0.29,16.62,22,"University of North Texas, English Department",1
Theory and Practice of Second Language Acquisition,0.183,6,0.534883721,0.397260032,23,48,989,202253,29,0.034482759,0.645833333,43,0.66,43,7,University of Silesia Press in Katowice,0
Trames,0.183,19,0.479452055,0.564828905,22,75,1047,299947,40,0.025,0.693333333,74,0.65,47.59,17,Estonian Academy of Sciences,0
Transitions: Journal of Transient Migration,0.183,7,0.740740741,0.547818372,4,30,223,24569,22,0,0.533333333,27,0.77,55.75,6,Intellect Ltd.,0
Tropical Journal of Pharmaceutical Research,0.183,53,0.594331267,0.242419394,327,1128,6629,4305421,694,0.217579251,0.630319149,1128,0.56,20.27,18,Pharmacotherapy Group,1
Vestnik of Saint Petersburg University. Earth Sciences,0.183,9,0.568965517,0.839134909,40,117,1490,472850,72,0.041666667,0.675213675,117,0.51,37.25,8,St. Petersburg University Press,0
Vestnik Transplantologii i Iskusstvennykh Organov,0.183,10,0.404444444,0.254512917,67,229,1975,867616,91,0.307692308,0.759825328,225,0.45,29.48,10,Russian Transplant Society,0
Veterinary Record Case Reports,0.183,10,0.279136691,0.254019238,233,720,5928,2653127,207,0.173913043,0.761111111,712,0.28,25.44,13,John Wiley and Sons Inc,0
Victorian Naturalist,0.183,12,0.319148936,0.191696838,28,65,502,290358,17,0.117647059,0.769230769,49,0.19,17.93,19,Field Naturalists Club of Victoria,0
Acta Mathematica Universitatis Comenianae,0.182,21,0.426470588,0.343633154,24,68,544,625332,30,0,0.764705882,68,0.49,22.67,23,Univerzita Komenskeho,0
Alternative Law Journal,0.182,17,0.62846311,0.532818675,57,187,0,706455,108,0,0.71657754,143,0.56,0,23,SAGE Publications Inc.,1
Annales Mathematicae et Informaticae,0.182,17,0.346938776,0.367955589,35,98,753,361040,50,0.14,0.755102041,98,0.46,21.51,28,Eszterhazy Karoly College,1
Annales Mathematicae Silesianae,0.182,5,0.387096774,0.594232798,20,62,286,143970,22,0,0.725806452,62,0.33,14.3,7,Sciendo,0
Argumenta Oeconomica,0.182,11,0.608108108,0.221028887,25,74,1407,233204,47,0.063829787,0.675675676,74,0.77,56.28,15,Wroclaw University of Economics,0
Armenian Journal of Mathematics,0.182,5,0.3,0.306562596,12,40,196,122974,15,0.066666667,0.75,40,0.46,16.33,6,Republic of Armenia National Academy of Sciences,0
Bulletin of Educational Psychology,0.182,8,0.544642857,0.405232114,36,112,2565,418591,61,0.68852459,0.598214286,112,0.5,71.25,10,National Taiwan Normal University,1
Bulletin of the Geological Society of Malaysia,0.182,19,0.663043478,0.469589215,16,92,807,385725,75,0.08,0.5,92,0.85,50.44,17,Persatuan Geologi Malaysia,1
Business Informatics,0.182,13,0.684931507,0.470599102,24,73,897,181206,73,0.178082192,0.561643836,73,1.17,37.38,8,"National Research University, Higher School of Econoimics",0
Caryologia,0.182,35,0.468926554,0.229149323,34,178,1470,643215,86,0.209302326,0.662921348,177,0.39,43.24,76,Firenze University Press,1
Chuan Bo Li Xue/Journal of Ship Mechanics,0.182,23,0.458574181,0.415718109,146,519,2972,2000140,270,0.107407407,0.639691715,519,0.47,20.36,28,China Ship Scientific Research Center,1
Competition and Regulation in Network Industries,0.182,14,0.555555556,0.375534817,11,48,486,203979,34,0.058823529,0.541666667,45,0.79,44.18,12,SAGE Publications Inc.,0
Condensed Matter and Interphases,0.182,7,0.673554059,0.531407136,62,172,1863,554193,119,0.159663866,0.604651163,170,0.82,30.05,6,Voronezh State University,0
Derbyana,0.182,7,0.447368421,0.285855499,15,49,742,76160,18,0.277777778,0.714285714,42,0.48,49.47,4,Instituto de Pesquisas Ambientais/SIMA/SP,0
Diacritica,0.182,4,0.098484848,0.506651839,41,139,1387,299803,15,0.266666667,0.928057554,134,0.07,33.83,7,Universidade do Minho,0
Economia Agro-Alimentare,0.182,13,0.771428571,0.331136963,27,79,1352,368590,61,0.114754098,0.481012658,70,0.86,50.07,13,FrancoAngeli,0
Food Protection Trends,0.182,21,0.663157895,0.386618703,31,120,1432,487463,78,0.128205128,0.641666667,110,0.58,46.19,15,International Association for Food Protection,0
GMSARN International Journal,0.182,8,0.528455285,0.326395912,48,123,1658,464203,74,0.22972973,0.609756098,123,0.69,34.54,9,"Greater Mekong Subregion Academic and Research Network, Asian Institute of Technology",0
Health and Addictions / Salud y Drogas,0.182,15,0.509803922,0.251703119,40,110,2030,454014,59,0.186440678,0.672727273,110,0.51,50.75,16,"Instituto de Investigacion de Drogodependencias, Universidad Miguel Hernandez",0
Ingegneria Ferroviaria,0.182,16,0.245614035,0.198485792,27,93,473,377324,21,0.19047619,0.860215054,61,0.19,17.52,52,Collegio Ingegneria Ferroviaria Italiani,1
Interciencia,0.182,41,0.468421053,0.350633678,84,225,2682,986744,102,0.215686275,0.697777778,191,0.38,31.93,35,Interciencia Association,1
International Journal of Agricultural Technology,0.182,12,0.479338843,0.276169702,195,484,5732,1811892,257,0.190661479,0.648760331,484,0.5,29.39,8,Association of Agricultural Technology in Southeast Asia,0
International Journal of Business and Management Science,0.182,12,0.52173913,0.15094525,0,23,0,119831,11,0,0.739130435,23,0.17,0,11,"Society for Alliance, Fidelity and Advancement",0
International Journal of Cooperative Information Systems,0.182,48,0.793103448,0.248457345,15,30,407,151963,34,0.029411765,0.4,29,0.9,27.13,29,World Scientific Publishing Co. Pte Ltd,1
International Journal of Environmental Technology and Management,0.182,29,0.575221239,0.183074747,25,114,649,409910,73,0.109589041,0.640350877,113,0.55,25.96,25,Inderscience Enterprises Ltd,1
International Journal of Public Sector Performance Management,0.182,15,0.518918919,0.333537618,64,188,3188,711258,98,0.06122449,0.691489362,185,0.3,49.81,17,Inderscience Enterprises Ltd,0
International Journal of Sustainable Manufacturing,0.182,19,0.607142857,0.160446284,0,28,0,64989,16,0,0.714285714,28,0.33,0,12,Inderscience,0
I.P. Pavlov Russian Medical Biological Herald,0.182,8,0.521212121,0.392202253,64,175,1383,286618,101,0.217821782,0.651428571,173,0.58,21.61,6,Eco-Vector LLC,0
ISeCure,0.182,7,0.388888889,0.15399129,31,72,1134,143203,29,0.034482759,0.708333333,72,0.34,36.58,7,Iranian Society of Cryptology,0
Journal of Architecture,0.182,25,0,0,68,152,56,655321,121,0,0.605263158,144,0.71,0.82,29,Routledge,1
Journal of Distribution Science,0.182,19,0.715116279,0.274280077,136,344,6238,1482358,284,0.049295775,0.622093023,344,0.83,45.87,10,KODISA Foundation,0
Journal of East European Management Studies,0.182,25,0.691489362,0.350628246,32,106,2267,446191,74,0.135135135,0.594339623,94,0.53,70.84,27,Taylor and Francis Ltd.,1
Journal of Egyptian Archaeology,0.182,14,0.645881272,0.532169644,22,56,767,237421,38,0.157894737,0.571428571,56,0.61,34.86,30,Egypt Exploration Society,1
Journal of Reports in Pharmaceutical Sciences,0.182,13,0.773584906,0.39315257,0,107,0,355604,88,0,0.560747664,106,0.79,0,11,Wolters Kluwer Medknow Publications,0
Journal of Telecommunications and the Digital Economy,0.182,15,0.615384615,0.412238414,51,109,1742,466164,82,0.12195122,0.642201835,107,0.68,34.16,10,Telecommunications Association Inc.,0
Journal of the Siam Society,0.182,5,0.228571429,0.89526178,30,49,554,183505,14,0.214285714,0.755102041,45,0.35,18.47,7,Siam Society under Royal Patronage,0
Klinik Psikiyatri Dergisi,0.182,11,0.508474576,0.188793332,36,202,1382,664016,121,0.016528926,0.717821782,177,0.31,38.39,8,ANP Publishing,0
Louisiana Law Review,0.182,19,0.197802198,0.634693645,30,92,5570,342244,22,0.136363636,0.836956522,91,0.11,185.67,39,The LSU Scholarly Repository,0
Milli Egitim,0.182,10,0.254587156,0.275668648,129,437,6874,1593543,130,0.223076923,0.798627002,437,0.15,53.29,20,T.C. Milli Egitim Bakanligi,0
Model Assisted Statistics and Applications,0.182,15,0.564705882,0.357038726,32,97,844,376445,54,0.148148148,0.701030928,87,0.53,26.38,19,SAGE Publications Ltd,0
Paper and Biomaterials,0.182,11,0.447368421,0.101015953,28,65,1062,102452,63,0,0.492307692,65,0.77,37.93,5,China Pulp and Paper Magazines Publisher (CPPMP),0
Psicologia Clinica dello Sviluppo,0.182,15,0.405660377,0.450554626,42,118,1117,463349,56,0.5,0.762711864,106,0.46,26.6,27,Il Mulino publishing house,1
